NO_OF_FRAMES	519
NO_OF_CAMERAS	8
NO_OF_MARKERS	19
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2012-03-21, 16:32:58	451699.34750673
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015	New 0016	New 0017	New 0018
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	New 0016 X	New 0016 Y	New 0016 Z	New 0017 X	New 0017 Y	New 0017 Z	New 0018 X	New 0018 Y	New 0018 Z	
912	3.80000	489.015	-21.427	-463.503	457.345	33.202	-564.286	496.702	433.063	-462.246	569.370	1369.490	-459.967	641.545	1028.642	-499.128	494.624	1603.547	-436.420	381.418	1406.191	-536.382	371.454	925.592	-613.730	101.891	807.993	-530.935	110.361	1047.352	-569.446	191.293	1363.311	-469.707	622.454	815.805	-392.661	386.027	1191.082	-588.438	193.416	821.923	-494.355	538.211	824.894	-513.864	308.237	1638.027	-419.893	205.224	459.542	-344.593	283.642	129.331	-570.987	253.917	23.535	-516.473
913	3.80417	488.997	-21.425	-463.368	457.359	33.466	-564.216	496.817	433.166	-460.830	569.239	1369.309	-453.910	641.317	1028.650	-491.947	494.172	1603.823	-430.425	381.166	1406.049	-530.439	371.981	925.675	-608.179	102.131	808.181	-526.510	110.490	1047.431	-564.127	191.267	1363.619	-463.884	621.209	818.475	-382.308	386.188	1191.011	-582.664	193.661	822.770	-487.979	538.100	825.075	-509.226	308.218	1638.068	-413.125	205.766	461.605	-335.242	283.989	125.711	-555.153	254.094	20.779	-497.122
914	3.80833	489.029	-21.371	-463.378	457.389	33.679	-563.945	496.910	433.122	-459.452	569.074	1369.402	-448.019	641.088	1028.206	-484.596	493.841	1603.708	-424.272	381.037	1405.702	-524.607	371.598	924.982	-602.328	102.305	808.225	-522.081	110.734	1047.570	-559.203	191.229	1363.745	-457.982	619.804	818.789	-371.874	386.437	1191.180	-576.684	193.857	823.360	-481.725	538.397	825.220	-504.327	307.423	1638.078	-407.094	206.228	462.657	-326.218	285.082	120.682	-536.775	253.960	18.788	-478.673
915	3.81250	488.976	-21.361	-463.179	457.288	33.884	-563.709	496.803	432.957	-457.996	568.880	1368.974	-442.162	641.512	1028.153	-477.248	493.668	1603.460	-418.413	381.048	1405.392	-518.454	371.601	926.208	-596.096	102.150	808.347	-517.492	111.057	1047.364	-554.146	191.053	1363.744	-452.286	619.418	820.888	-361.129	386.514	1191.224	-570.753	194.017	823.510	-475.684	538.313	825.276	-499.106	307.471	1637.870	-401.252	206.955	462.533	-317.643	284.947	117.068	-520.068	252.865	16.944	-459.206
916	3.81667	488.932	-21.417	-463.147	457.134	34.052	-563.530	497.103	433.294	-456.482	568.629	1369.268	-436.480	641.275	1027.779	-469.488	493.539	1603.296	-412.279	380.871	1405.021	-512.544	371.458	926.846	-589.831	102.164	808.293	-513.110	111.301	1046.942	-548.742	191.154	1363.639	-446.400	618.613	822.576	-350.708	386.639	1191.393	-564.677	194.239	823.763	-469.781	538.150	825.328	-493.976	306.809	1637.761	-394.952	207.242	465.255	-308.800	284.884	112.762	-503.754	252.897	13.493	-440.449
917	3.82083	488.814	-21.406	-462.994	456.957	34.315	-563.243	496.568	432.541	-454.983	568.557	1369.339	-430.247	640.847	1027.346	-461.862	493.153	1603.416	-406.213	380.740	1404.888	-506.449	371.452	926.477	-583.756	102.056	808.101	-508.389	111.328	1046.793	-543.532	191.026	1363.180	-440.452	617.445	824.023	-340.418	386.774	1191.456	-559.127	194.296	823.441	-463.681	538.165	825.410	-488.726	306.519	1637.356	-388.484	207.743	466.008	-300.783	284.945	108.146	-487.572	252.687	12.151	-420.629
918	3.82500	488.720	-21.386	-462.995	456.823	34.522	-563.025	496.379	432.246	-453.435	568.552	1368.796	-424.059	641.686	1028.196	-455.047	492.732	1603.437	-400.212	380.329	1405.490	-499.730	371.355	925.752	-578.606	102.170	807.545	-503.651	111.524	1046.718	-538.341	191.019	1362.304	-434.251	615.973	825.905	-329.697	386.831	1191.296	-553.054	194.162	823.251	-457.190	538.508	825.629	-483.422	306.305	1637.175	-382.441	208.278	466.474	-292.543	284.898	104.423	-470.651	251.265	9.494	-401.648
919	3.82917	489.455	-20.467	-463.254	456.692	34.717	-562.632	496.210	432.318	-451.920	568.594	1368.541	-418.079	641.588	1028.285	-448.016	492.591	1603.360	-394.200	379.997	1406.231	-494.167	371.664	924.920	-572.551	101.997	807.189	-498.916	111.390	1046.646	-533.028	190.883	1361.273	-428.296	615.177	826.994	-319.475	386.635	1190.984	-547.120	194.522	822.348	-451.001	538.585	825.711	-478.160	305.589	1637.072	-376.397	209.084	467.898	-283.948	284.646	100.258	-454.275	250.332	7.641	-382.702
920	3.83333	489.330	-20.458	-463.336	456.738	35.241	-562.594	496.235	432.339	-450.334	568.357	1368.454	-411.997	641.955	1028.636	-441.650	492.194	1603.326	-388.316	380.102	1406.798	-487.838	371.590	924.509	-566.722	101.953	806.970	-494.007	111.233	1046.555	-527.633	190.742	1360.874	-422.106	614.073	829.775	-308.874	386.317	1190.559	-541.179	194.704	822.866	-444.233	538.999	825.483	-472.883	305.327	1636.795	-370.426	209.630	467.493	-275.899	284.893	96.858	-436.986	250.006	6.714	-362.974
921	3.83750	489.361	-20.373	-463.379	456.585	35.386	-562.399	496.211	432.315	-448.653	568.325	1368.245	-406.148	642.305	1027.098	-433.482	491.753	1603.142	-382.228	379.747	1406.587	-481.878	372.070	924.044	-561.224	102.161	807.023	-489.230	111.232	1046.400	-522.249	190.460	1360.702	-416.083	612.668	830.601	-298.940	386.412	1190.348	-535.447	194.733	823.021	-437.999	539.117	825.586	-468.037	304.501	1636.120	-364.376	209.765	468.099	-268.670	284.933	93.429	-419.557	248.902	4.163	-343.905
922	3.84167	489.184	-20.422	-463.419	456.611	35.858	-562.171	496.391	432.383	-446.742	567.946	1367.905	-400.068	641.547	1025.959	-425.107	491.457	1603.003	-376.260	379.871	1405.171	-476.260	372.024	923.529	-555.724	102.102	806.670	-484.518	111.116	1046.001	-516.770	190.238	1360.593	-410.021	612.078	832.729	-288.742	386.392	1189.714	-529.367	194.931	822.812	-432.074	539.366	825.242	-463.064	304.475	1635.219	-358.044	210.093	469.256	-260.838	284.272	89.717	-403.551	248.109	3.871	-324.333
923	3.84583	489.073	-20.389	-463.412	456.338	36.507	-561.981	496.172	432.545	-445.378	567.801	1367.479	-394.242	641.763	1025.482	-418.131	490.976	1602.753	-370.307	379.399	1404.956	-470.412	371.909	922.734	-549.904	102.026	806.496	-479.450	111.268	1045.376	-511.054	189.829	1360.340	-404.042	611.595	834.651	-278.867	386.013	1189.135	-523.518	195.067	822.463	-425.790	539.611	824.598	-457.980	304.319	1634.397	-352.086	211.432	468.936	-253.289	283.647	85.789	-386.059	246.612	1.667	-305.084
924	3.85000	488.100	-21.204	-463.279	455.929	37.215	-561.634	495.954	432.923	-443.806	567.421	1366.741	-388.037	641.540	1024.846	-410.771	490.673	1602.244	-364.217	379.059	1404.333	-464.313	371.990	922.673	-543.793	101.794	805.691	-474.773	111.476	1045.373	-505.690	190.019	1359.341	-397.688	610.900	835.858	-269.125	386.211	1188.776	-517.682	195.392	821.917	-419.750	539.756	824.087	-452.770	303.623	1633.954	-346.043	211.613	469.018	-245.592	283.133	81.946	-368.858	245.471	0.687	-285.917
925	3.85417	488.139	-21.115	-463.282	455.590	38.119	-561.364	495.828	433.240	-442.108	567.186	1366.285	-382.396	641.800	1024.806	-403.935	490.191	1600.952	-357.954	378.857	1403.856	-458.204	371.696	922.675	-537.653	101.888	805.131	-470.002	111.281	1044.979	-500.077	189.646	1357.685	-391.251	610.127	838.162	-258.995	385.819	1188.349	-511.852	195.715	821.818	-413.776	540.079	823.666	-447.605	303.050	1633.418	-340.042	211.931	469.100	-238.746	282.207	78.932	-351.368	243.903	-0.046	-266.669
926	3.85833	487.943	-21.084	-463.319	455.335	39.134	-561.005	495.650	433.437	-440.315	567.013	1365.767	-376.354	641.676	1024.113	-396.580	489.906	1600.612	-352.107	378.562	1403.260	-452.087	371.618	922.209	-531.568	101.667	803.963	-464.836	111.422	1044.617	-495.011	189.253	1357.143	-385.096	609.062	839.178	-249.309	385.530	1187.818	-505.901	195.730	820.890	-407.503	540.346	823.210	-442.299	302.813	1633.100	-333.754	212.411	468.784	-231.745	281.192	75.752	-333.801	242.656	-0.327	-246.917
927	3.86250	487.834	-21.075	-463.273	454.913	40.177	-560.858	495.421	433.703	-438.644	566.730	1364.941	-370.352	641.369	1023.319	-389.227	489.406	1600.191	-346.191	378.271	1402.546	-445.980	371.526	921.360	-525.722	101.724	803.251	-459.785	111.285	1043.637	-489.104	188.890	1356.784	-379.106	607.975	841.606	-239.336	385.159	1187.237	-499.734	195.664	819.646	-401.626	540.378	823.589	-437.284	302.228	1632.822	-327.830	213.272	469.115	-224.595	280.929	72.144	-316.733	241.454	0.197	-227.208
928	3.86667	487.551	-20.971	-463.385	454.885	41.331	-560.959	495.123	434.064	-436.923	566.338	1364.480	-364.297	641.283	1022.854	-382.274	488.757	1599.845	-340.047	377.705	1401.679	-440.083	371.502	920.917	-518.974	101.814	802.607	-454.713	111.196	1042.359	-483.269	188.465	1356.354	-372.862	606.711	842.853	-229.685	384.850	1186.580	-493.861	195.777	819.133	-394.919	540.424	823.197	-432.053	301.638	1631.817	-321.842	214.246	469.446	-217.454	280.104	69.712	-298.740	239.718	-0.892	-208.494
929	3.87083	488.008	-20.412	-463.038	454.422	42.042	-560.796	494.868	434.502	-434.939	565.809	1363.885	-358.464	641.285	1022.297	-375.352	488.574	1599.539	-334.120	377.609	1401.070	-433.955	371.276	920.623	-513.823	101.647	801.960	-449.589	111.003	1041.513	-477.718	188.079	1355.236	-366.585	605.800	843.250	-220.077	384.826	1185.873	-487.816	196.049	818.748	-389.132	540.418	822.578	-426.807	301.217	1630.782	-315.703	214.698	468.869	-211.029	279.098	66.517	-281.345	238.392	-0.447	-188.778
930	3.87500	487.396	-19.699	-462.985	454.738	43.262	-560.950	494.892	434.777	-433.348	565.478	1363.132	-352.648	641.284	1021.646	-368.434	488.073	1598.994	-328.057	377.039	1400.336	-427.980	371.248	919.641	-508.016	101.568	801.005	-444.453	110.892	1040.890	-471.978	188.190	1354.023	-359.938	605.223	846.207	-210.262	384.233	1185.126	-481.972	195.866	818.395	-383.098	540.536	822.087	-421.324	300.591	1630.384	-309.718	215.888	466.962	-204.751	278.785	63.451	-261.959	236.237	-0.065	-169.712
931	3.87917	487.275	-19.645	-462.986	454.734	44.227	-561.030	494.763	434.932	-431.270	565.178	1362.368	-346.520	640.984	1020.789	-361.378	487.531	1597.998	-321.809	376.700	1399.361	-421.895	371.271	918.878	-501.675	101.389	800.213	-439.316	110.795	1040.242	-466.254	187.399	1352.705	-353.941	604.009	846.884	-200.963	384.125	1184.440	-475.845	196.138	818.010	-377.494	540.560	821.190	-416.051	300.234	1628.900	-303.625	216.429	466.012	-198.117	277.319	60.031	-245.008	234.640	0.476	-150.241
932	3.88333	486.841	-19.147	-462.966	454.238	44.474	-560.507	494.863	435.214	-429.283	564.995	1361.541	-340.663	641.150	1020.360	-354.356	487.017	1597.219	-315.860	376.225	1398.532	-415.727	371.169	917.802	-494.595	101.355	798.702	-433.530	110.578	1039.236	-460.502	187.287	1351.823	-347.666	603.139	848.630	-191.747	383.668	1183.629	-469.881	197.173	815.017	-371.770	540.836	820.715	-410.806	300.242	1627.893	-297.161	217.188	465.143	-192.046	276.467	58.726	-227.309	233.222	0.287	-131.197
933	3.88750	486.682	-18.971	-463.086	453.619	44.763	-560.330	494.462	435.397	-427.012	564.734	1361.092	-335.008	640.968	1019.649	-347.562	486.370	1596.256	-309.647	375.801	1397.468	-409.760	371.302	917.079	-488.742	101.353	797.758	-428.280	110.274	1038.002	-454.552	186.724	1351.065	-341.510	602.071	850.886	-182.344	383.549	1182.603	-463.888	196.680	814.394	-365.433	541.126	820.042	-405.606	299.067	1627.416	-291.169	218.017	464.205	-185.900	275.222	58.018	-208.987	230.850	1.515	-112.324
934	3.89167	486.703	-18.628	-463.146	453.614	45.191	-560.186	494.602	435.344	-425.214	564.115	1360.022	-329.001	640.881	1019.064	-340.608	486.039	1595.482	-303.572	375.367	1396.454	-403.544	370.894	915.884	-482.100	101.245	796.875	-422.984	110.218	1036.927	-448.797	186.712	1349.781	-335.001	601.129	851.383	-173.516	383.062	1181.775	-457.996	196.680	813.544	-359.530	540.839	819.860	-400.266	298.878	1626.355	-285.030	219.218	463.004	-179.812	273.723	54.634	-192.297	228.806	2.960	-93.592
935	3.89583	486.422	-18.823	-462.976	453.123	45.613	-559.930	494.289	435.078	-422.810	563.926	1359.006	-323.029	640.943	1018.600	-334.208	485.321	1594.838	-297.423	374.871	1395.492	-397.690	370.516	914.940	-476.316	101.123	796.045	-417.695	110.157	1036.266	-442.782	186.143	1348.731	-329.047	600.492	853.412	-164.622	382.706	1180.901	-451.945	196.851	812.208	-353.464	541.095	819.214	-394.762	297.995	1625.184	-278.918	220.400	461.732	-173.879	272.178	53.784	-174.947	227.113	3.971	-75.152
936	3.90000	486.215	-18.612	-462.970	452.654	45.928	-559.281	494.225	435.459	-420.743	563.213	1358.456	-317.260	640.487	1017.388	-327.013	484.551	1594.019	-291.425	374.291	1394.425	-391.283	370.333	914.104	-470.201	100.887	794.989	-412.413	109.669	1034.760	-436.661	185.806	1347.264	-322.877	599.826	854.956	-155.860	382.504	1180.020	-445.967	197.079	810.888	-347.583	541.372	818.594	-389.348	297.829	1624.140	-272.512	221.457	460.759	-167.980	271.125	53.833	-156.907	224.873	5.742	-56.128
937	3.90417	485.998	-18.604	-462.896	451.948	46.675	-558.900	494.202	435.190	-418.193	562.919	1357.710	-311.526	640.066	1016.655	-320.124	484.248	1593.035	-285.337	373.799	1393.747	-385.056	370.500	913.547	-464.035	100.403	793.368	-406.680	109.575	1033.908	-430.705	185.321	1346.023	-316.397	599.100	856.050	-147.254	382.199	1178.873	-439.872	196.705	809.244	-341.011	541.464	818.157	-383.925	297.062	1623.237	-266.825	222.504	459.218	-161.995	269.608	52.010	-140.615	223.155	7.358	-38.494
938	3.90833	485.797	-18.378	-462.798	451.410	47.622	-558.560	494.216	435.136	-415.914	562.735	1356.862	-305.658	640.004	1016.172	-313.735	483.651	1592.184	-279.318	373.416	1392.770	-378.957	370.187	912.682	-457.986	100.189	792.532	-401.154	108.960	1032.783	-424.732	185.249	1344.439	-309.976	598.362	857.693	-138.726	381.743	1177.919	-433.791	196.952	808.109	-335.105	541.350	818.126	-378.426	296.472	1621.477	-260.412	223.728	458.053	-155.873	267.023	51.397	-123.910	220.203	9.120	-20.597
939	3.91250	485.832	-18.123	-462.903	450.844	48.628	-558.303	494.196	434.910	-413.094	562.016	1355.989	-299.598	639.487	1015.513	-306.663	482.927	1591.424	-273.174	372.927	1391.814	-372.714	370.175	911.710	-451.742	100.114	791.509	-395.627	108.548	1031.592	-418.662	184.980	1343.514	-303.714	597.342	859.720	-129.975	381.385	1176.991	-427.704	197.441	807.091	-329.195	541.634	817.585	-372.803	295.782	1620.339	-254.264	224.967	456.740	-150.026	265.778	51.858	-106.904	218.258	11.836	-2.965
940	3.91667	485.879	-17.734	-462.987	450.923	50.041	-557.798	494.151	434.438	-410.683	561.592	1355.001	-293.691	639.677	1015.037	-300.293	482.495	1590.188	-267.072	372.344	1390.745	-366.585	369.353	910.251	-445.277	99.715	790.243	-389.937	108.309	1030.170	-412.113	184.265	1342.327	-297.854	596.191	860.109	-121.807	381.043	1175.770	-421.613	197.782	806.158	-323.458	541.454	816.912	-367.228	295.195	1619.164	-248.236	226.311	455.323	-144.010	264.074	51.326	-90.369	215.901	14.148	13.647
941	3.92083	485.417	-17.778	-462.751	450.543	51.335	-557.201	493.886	434.306	-407.921	561.155	1354.001	-287.389	638.927	1013.742	-293.531	481.732	1588.677	-260.776	371.755	1389.545	-360.614	369.238	909.032	-438.984	99.203	788.776	-384.056	107.790	1029.323	-406.224	183.613	1340.402	-291.318	594.951	861.195	-113.394	380.711	1174.981	-415.390	197.323	804.066	-317.280	541.570	816.214	-361.642	294.273	1617.765	-242.336	227.751	454.127	-138.502	262.290	51.172	-74.511	213.630	18.432	30.975
942	3.92500	485.548	-17.074	-462.863	450.259	52.300	-556.856	494.008	434.033	-405.140	560.675	1353.458	-281.628	638.645	1012.608	-286.567	481.341	1587.404	-254.725	371.235	1388.663	-354.353	369.060	908.071	-432.751	98.906	787.601	-378.349	107.548	1028.009	-400.054	183.342	1338.964	-284.929	594.608	863.225	-105.202	380.005	1173.734	-409.209	197.700	802.075	-310.388	541.601	815.797	-356.319	293.730	1617.197	-236.144	228.641	452.254	-132.908	260.830	52.403	-59.237	211.958	21.129	47.473
943	3.92917	485.235	-17.134	-462.682	449.901	53.034	-556.489	494.005	434.370	-402.296	560.267	1352.667	-275.519	638.321	1011.828	-280.150	480.599	1586.724	-248.607	370.740	1387.579	-348.126	368.894	907.006	-426.653	98.586	786.557	-372.452	106.823	1026.467	-393.616	183.069	1337.942	-278.555	593.316	863.889	-97.190	379.752	1172.868	-403.215	197.954	801.324	-304.376	541.423	815.481	-350.684	293.037	1615.326	-229.817	229.818	450.817	-127.073	258.675	53.353	-43.295	209.328	24.080	63.153
944	3.93333	485.249	-16.692	-462.819	450.167	53.874	-555.865	494.322	434.759	-399.032	559.691	1351.523	-269.395	638.065	1010.969	-273.933	480.009	1585.716	-242.706	370.099	1386.771	-341.870	368.768	905.872	-420.178	98.282	785.234	-366.550	106.562	1025.386	-387.376	182.470	1337.118	-272.643	591.992	864.011	-89.440	379.302	1171.797	-397.087	198.102	799.667	-297.878	541.223	814.317	-344.922	292.421	1613.813	-223.450	230.883	449.721	-121.570	257.697	52.820	-28.676	208.059	27.540	79.056
945	3.93750	485.048	-16.294	-462.589	450.024	54.682	-555.304	493.784	434.574	-396.030	558.948	1350.352	-263.247	637.640	1009.859	-267.169	479.197	1584.709	-236.631	369.629	1385.675	-335.854	367.908	904.356	-413.690	97.700	783.431	-360.712	106.161	1024.589	-381.419	181.564	1335.440	-266.057	591.607	865.997	-81.548	378.919	1170.799	-391.109	197.967	797.453	-291.395	541.144	813.602	-339.208	291.785	1612.472	-217.424	231.729	447.863	-115.876	256.451	54.917	-14.423	206.766	31.358	94.213
946	3.94167	485.237	-15.789	-462.619	450.368	55.621	-554.491	493.968	434.930	-392.550	558.644	1349.639	-257.004	637.145	1008.572	-260.457	478.526	1582.853	-230.060	368.939	1384.206	-329.488	367.786	903.164	-407.341	97.428	782.206	-354.441	105.604	1022.844	-374.948	181.464	1333.902	-259.584	590.740	866.782	-73.738	378.529	1169.640	-384.827	198.198	796.331	-284.796	541.457	812.858	-333.691	290.696	1611.525	-210.806	232.724	446.203	-110.303	255.462	55.334	-0.449	205.079	34.803	108.846
947	3.94583	484.996	-15.558	-462.395	449.408	56.735	-553.343	494.341	435.594	-389.214	558.054	1349.108	-251.149	636.914	1007.672	-254.298	477.682	1581.816	-223.922	368.465	1383.142	-323.245	367.548	902.088	-401.113	97.461	780.738	-348.585	105.075	1021.038	-368.423	181.161	1332.774	-253.209	590.344	866.946	-66.091	377.907	1168.757	-378.497	198.175	794.843	-278.025	541.204	812.683	-328.115	290.125	1611.038	-204.547	232.863	445.044	-104.718	254.572	56.490	12.943	204.034	37.415	121.913
948	3.95000	485.241	-14.735	-462.537	448.878	58.410	-552.647	494.672	435.599	-385.275	557.476	1348.156	-245.009	636.345	1006.709	-247.919	476.859	1581.113	-217.963	367.716	1382.163	-316.873	367.376	901.049	-394.721	97.110	779.327	-342.294	104.597	1019.856	-362.145	180.751	1331.827	-247.253	589.751	867.015	-59.037	377.119	1167.874	-372.501	198.195	793.556	-271.722	541.383	812.293	-322.276	289.161	1609.888	-198.591	233.560	442.903	-98.828	253.128	58.133	25.571	203.101	41.407	135.477
949	3.95417	485.174	-14.375	-462.353	449.237	59.872	-551.751	494.939	435.373	-381.099	556.889	1346.892	-238.892	636.434	1005.905	-241.559	476.001	1580.285	-211.773	367.313	1381.175	-310.596	366.790	899.531	-388.230	96.663	777.345	-335.999	104.224	1018.527	-355.755	179.584	1330.354	-240.914	588.655	867.790	-51.400	377.061	1166.574	-366.200	197.734	791.220	-264.598	541.465	811.712	-316.303	288.333	1608.398	-192.197	233.840	441.425	-93.016	252.434	58.037	36.870	202.360	42.512	147.658
950	3.95833	484.959	-13.645	-462.194	449.428	60.922	-550.842	495.512	434.976	-376.545	556.190	1345.684	-232.302	636.122	1004.704	-235.041	475.450	1579.096	-205.541	366.518	1379.935	-304.391	366.060	898.103	-381.606	96.648	775.817	-329.860	103.691	1016.874	-349.110	179.230	1328.876	-234.296	588.079	868.809	-44.240	376.393	1165.425	-360.069	197.692	790.069	-257.495	541.501	810.916	-310.342	288.105	1607.092	-185.655	234.093	439.869	-87.149	252.282	59.442	48.714	201.431	45.676	160.157
951	3.96250	485.162	-13.187	-462.034	449.796	62.233	-550.251	495.128	434.872	-372.155	555.401	1345.047	-226.047	635.751	1003.772	-228.726	474.660	1577.940	-199.426	365.811	1378.545	-297.929	365.755	897.108	-375.198	96.034	774.698	-323.731	103.160	1015.592	-342.502	179.050	1327.301	-227.988	587.238	869.585	-37.318	375.909	1164.444	-353.830	197.622	789.492	-250.631	541.623	810.851	-304.714	286.773	1606.227	-179.578	234.111	438.172	-80.881	251.356	60.320	59.222	201.801	47.558	171.379
952	3.96667	485.084	-12.529	-461.397	449.363	62.856	-549.104	495.553	434.889	-367.417	555.022	1344.245	-219.809	635.360	1003.172	-222.575	473.770	1576.829	-193.316	365.209	1377.469	-291.476	365.324	896.116	-368.855	95.329	773.205	-317.476	102.718	1014.329	-336.230	178.117	1325.960	-221.652	586.567	869.792	-30.526	375.304	1163.712	-347.603	197.101	787.893	-243.521	541.522	810.548	-298.978	286.046	1605.368	-173.189	234.264	436.996	-74.279	251.089	59.490	68.393	201.780	48.515	181.268
953	3.97083	485.078	-12.071	-461.664	449.737	64.486	-548.190	496.199	434.963	-362.890	554.201	1343.331	-213.487	635.283	1002.706	-216.319	472.903	1575.977	-187.049	364.186	1376.481	-285.209	364.680	894.987	-362.309	94.745	771.474	-310.715	102.183	1012.807	-329.603	177.138	1324.837	-215.412	586.207	869.660	-23.593	374.799	1162.754	-340.776	196.549	786.183	-236.379	541.263	809.951	-293.128	284.780	1604.348	-166.544	233.845	436.023	-67.373	250.523	60.596	76.387	202.748	49.584	191.056
954	3.97500	485.108	-11.774	-461.294	450.262	65.566	-546.894	496.919	434.513	-357.612	553.473	1342.061	-206.938	635.003	1002.142	-209.992	472.098	1575.452	-180.797	363.817	1375.576	-278.822	363.893	893.615	-355.817	94.565	770.559	-304.573	101.649	1011.573	-323.068	176.501	1323.808	-208.966	585.776	869.612	-16.231	374.455	1161.511	-334.847	196.433	785.889	-229.246	540.849	808.863	-286.995	284.019	1603.678	-160.308	234.144	435.044	-60.278	250.778	58.944	85.294	203.596	49.100	199.611
955	3.97917	485.425	-11.257	-460.961	450.548	68.461	-545.761	497.637	433.894	-352.476	552.871	1341.540	-200.412	634.224	1001.065	-203.671	471.052	1574.745	-174.357	362.902	1374.513	-272.265	363.388	892.982	-349.477	94.283	769.318	-298.118	101.303	1010.175	-316.121	175.936	1321.994	-202.478	585.615	869.836	-9.925	373.670	1160.631	-328.690	196.078	785.277	-222.011	540.775	808.373	-280.821	283.038	1602.778	-153.833	233.600	435.281	-52.794	250.237	59.203	92.022	204.044	47.935	206.838
956	3.98333	485.310	-11.109	-460.622	451.015	71.211	-544.204	498.144	433.322	-347.065	552.215	1341.041	-194.177	633.794	1000.050	-197.473	470.441	1573.903	-168.151	361.994	1373.220	-265.909	362.870	892.607	-342.896	93.224	767.647	-291.295	100.795	1008.951	-309.699	175.314	1321.099	-196.146	584.682	870.251	-2.972	373.041	1160.163	-322.423	196.001	784.410	-215.150	540.474	808.166	-274.672	282.686	1601.229	-147.915	233.332	435.549	-44.426	250.297	57.738	99.351	205.159	46.450	213.514
957	3.98750	485.664	-10.507	-460.165	451.694	72.612	-542.814	498.660	433.221	-341.158	551.659	1340.258	-187.589	633.603	999.848	-191.518	469.431	1573.493	-161.972	361.036	1372.415	-259.191	362.386	891.681	-336.446	93.193	766.670	-284.655	100.379	1007.779	-303.386	174.188	1320.242	-189.791	583.554	869.938	3.119	372.548	1159.330	-315.852	195.237	783.480	-207.970	540.137	807.680	-268.453	281.730	1600.880	-141.300	233.158	436.151	-35.642	250.281	57.121	104.119	206.364	44.976	219.362
958	3.99167	485.561	-10.548	-459.642	452.139	73.574	-541.149	499.173	432.282	-335.067	550.660	1339.468	-181.040	633.071	999.335	-185.430	468.427	1572.934	-155.727	360.359	1371.808	-252.986	361.622	890.747	-329.787	92.838	765.651	-278.089	99.592	1006.728	-296.548	173.307	1319.339	-183.384	582.989	869.572	9.324	371.957	1158.554	-309.177	194.993	782.865	-200.446	540.053	807.551	-261.927	280.560	1600.079	-134.863	232.939	436.349	-27.164	250.436	56.358	108.408	207.550	43.149	224.412
959	3.99583	485.587	-10.486	-459.252	453.162	75.034	-539.456	500.041	431.927	-329.164	549.872	1338.894	-174.309	632.844	998.638	-179.505	467.562	1572.112	-149.277	359.708	1371.175	-246.327	361.435	889.745	-323.128	92.154	764.816	-271.203	99.466	1005.102	-289.686	172.383	1318.227	-176.562	582.971	869.260	15.438	371.521	1157.802	-302.769	194.707	782.514	-193.148	539.913	807.233	-255.389	279.456	1599.613	-128.522	232.726	435.736	-18.918	250.825	53.725	113.401	208.492	41.083	228.657
960	4.00000	485.714	-10.152	-458.346	454.487	76.898	-537.622	500.902	431.414	-322.902	548.930	1338.595	-167.692	632.572	998.219	-173.456	466.388	1571.634	-142.851	358.845	1370.806	-239.907	360.987	888.942	-316.429	91.863	763.782	-264.954	99.037	1004.290	-283.170	172.131	1317.485	-170.086	582.749	868.470	21.503	370.798	1157.372	-296.380	194.886	782.111	-186.802	539.818	806.331	-248.745	278.410	1598.972	-122.091	232.588	436.733	-10.216	251.721	52.327	116.525	209.922	39.160	232.018
961	4.00417	485.801	-9.874	-457.856	455.292	79.576	-535.555	501.396	430.674	-316.535	548.238	1338.307	-161.333	632.175	997.999	-167.569	465.293	1570.725	-136.379	357.884	1370.038	-233.407	360.504	888.101	-309.640	91.397	762.708	-257.761	98.588	1003.688	-276.682	171.170	1316.796	-163.650	582.178	868.008	27.344	370.092	1156.666	-289.815	194.674	781.891	-180.078	539.215	806.050	-242.432	277.412	1598.563	-115.631	232.786	438.435	-1.304	252.812	50.903	119.205	212.453	34.261	235.369
